Discovered 1154 test files (24268 tests) under ['tests']; running with -j 20
[  0.0% |     6/24268 | ✓6 | ✗0] ✓ tests/acp/test_registry_manifest.py (6✓, 1.6s)
[  0.0% |    11/24268 | ✓11 | ✗ 0] ✓ tests/acp_adapter/test_detect_provider_entra.py (5✓, 1.9s)
[  0.1% |    16/24268 | ✓16 | ✗ 0] ✓ tests/agent/lsp/test_backend_gate.py (5✓, 2.1s)
[  0.1% |    23/24268 | ✓23 | ✗ 0] ✓ tests/acp/test_approval_isolation.py (7✓, 2.4s)
[  0.1% |    29/24268 | ✓29 | ✗ 0] ✓ tests/acp_adapter/test_acp_commands.py (6✓, 2.5s)
[  0.1% |    36/24268 | ✓36 | ✗ 0] ✓ tests/agent/lsp/test_broken_set.py (7✓, 2.5s)
[  0.2% |    42/24268 | ✓42 | ✗ 0] ✓ tests/agent/lsp/test_client_e2e.py (6✓, 2.6s)
[  0.2% |    52/24268 | ✓52 | ✗ 0] ✓ tests/acp/test_auth.py (10✓, 3.0s)
[  0.3% |    61/24268 | ✓61 | ✗ 0] ✓ tests/acp/test_ping_suppression.py (9✓, 3.0s)
[  0.3% |    70/24268 | ✓70 | ✗ 0] ✓ tests/acp/test_permissions.py (9✓, 3.2s)
[  0.3% |    78/24268 | ✓78 | ✗ 0] ✓ tests/acp_adapter/test_acp_images.py (8✓, 3.3s)
[  0.4% |    86/24268 | ✓83 | ✗ 3] ✗ tests/acp/test_edit_approval.py (5✓ 3✗, 3.5s)

  ╔╍ Failed: tests/acp/test_edit_approval.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║         target = tmp_path / "sample.txt"
  ║         target.write_text("alpha\nbeta\n", encoding="utf-8")
  ║         proposals = []
  ║     
  ║         set_edit_approval_requester(lambda proposal: proposals.append(proposal) or True)
  ║     
  ║         result = json.loads(
  ║             handle_function_call(
  ║                 "patch",
  ║                 {
  ║                     "mode": "replace",
  ║                     "path": str(target),
  ║                     "old_string": "beta\n",
  ║                     "new_string": "gamma\n",
  ║                 },
  ║                 task_id="acp-patch-approve",
  ║             )
  ║         )
  ║     
  ║ >       assert result.get("success") is True
  ║ E       AssertionError: assert None is True
  ║ E        +  where None = <built-in method get of dict object at 0x108d5a7c0>('success')
  ║ E        +    where <built-in method get of dict object at 0x108d5a7c0> = {'error': 'Refusing to write to sensitive system path: /private/var/folders/t3/_6xw7th15cqf0kfpv5cswn640000gn/T/pytest...-9152/test_patch_replace_approval_re0/sample.txt\nUse the terminal tool with sudo if you need to modify system files.'}.get
  ║ 
  ║ tests/acp/test_edit_approval.py:178: AssertionError
  ║ =========================== short test summary info ============================
  ║ FAILED tests/acp/test_edit_approval.py::test_write_file_approval_mutates_and_request_includes_diff
  ║ FAILED tests/acp/test_edit_approval.py::test_write_file_new_file_request_has_empty_old_text
  ║ FAILED tests/acp/test_edit_approval.py::test_patch_replace_approval_request_includes_full_file_diff
  ║ ========================= 3 failed, 5 passed in 2.94s ==========================
  ║
  ║  Repro: python -m pytest tests/acp/test_edit_approval.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[  0.4% |    94/24268 | ✓91 | ✗ 3] ✓ tests/acp/test_mcp_e2e.py (8✓, 3.9s)
[  0.4% |   104/24268 | ✓101 | ✗  3] ✓ tests/acp/test_entry.py (10✓, 3.9s)
[  0.4% |   109/24268 | ✓106 | ✗  3] ✓ tests/agent/lsp/test_service.py (5✓, 1.7s)
[  0.5% |   120/24268 | ✓117 | ✗  3] ✓ tests/agent/lsp/test_diagnostics_field.py (11✓, 4.3s)
[  0.5% |   128/24268 | ✓125 | ✗  3] ✓ tests/agent/lsp/test_lifecycle.py (8✓, 2.5s)
[  0.5% |   130/24268 | ✓127 | ✗  3] ✓ tests/agent/test_anthropic_oauth_pkce.py (2✓, 1.2s)
[  0.6% |   140/24268 | ✓137 | ✗  3] ✓ tests/agent/lsp/test_reporter.py (10✓, 2.7s)
[  0.6% |   152/24268 | ✓149 | ✗  3] ✓ tests/agent/lsp/test_install_and_lint_fixes.py (12✓, 3.5s)
[  0.7% |   170/24268 | ✓167 | ✗  3] ✓ tests/agent/lsp/test_delta_key.py (18✓, 5.5s)
[  0.7% |   176/24268 | ✓173 | ✗  3] ✓ tests/agent/test_async_utils.py (6✓, 1.8s)
[  0.7% |   179/24268 | ✓176 | ✗  3] ✓ tests/agent/test_auxiliary_client_anthropic_custom.py (3✓, 1.4s)
[  0.8% |   198/24268 | ✓195 | ✗  3] ✓ tests/acp/test_events.py (19✓, 5.8s)
[  0.9% |   210/24268 | ✓207 | ✗  3] ✓ tests/agent/lsp/test_workspace.py (12✓, 3.2s)
[  0.9% |   221/24268 | ✓218 | ✗  3] ✓ tests/agent/test_anthropic_mcp_prefix_strip.py (11✓, 3.1s)
[  0.9% |   223/24268 | ✓220 | ✗  3] ✓ tests/agent/test_bedrock_1m_context.py (2✓, 0.8s)
[  1.0% |   241/24268 | ✓238 | ✗  3] ✓ tests/agent/lsp/test_eventlog.py (18✓, 5.1s)
[  1.0% |   253/24268 | ✓250 | ✗  3] ✓ tests/agent/test_anthropic_keychain.py (12✓, 3.5s)
[  1.1% |   266/24268 | ✓263 | ✗  3] ✓ tests/agent/lsp/test_shell_linter_lsp_skip.py (13✓, 4.3s)
[  1.2% |   284/24268 | ✓281 | ✗  3] ✓ tests/agent/lsp/test_protocol.py (18✓, 5.1s)
[  1.2% |   293/24268 | ✓290 | ✗  3] ✓ tests/agent/test_auxiliary_client_azure_foundry.py (9✓, 3.1s)
[  1.2% |   297/24268 | ✓294 | ✗  3] ✓ tests/agent/test_compress_focus.py (4✓, 1.3s)
[  1.3% |   314/24268 | ✓311 | ✗  3] ✓ tests/agent/test_arcee_trinity_overrides.py (17✓, 4.6s)
[  1.3% |   316/24268 | ✓313 | ✗  3] ✓ tests/agent/test_context_compressor_summary_continuity.py (2✓, 0.9s)
[  1.4% |   331/24268 | ✓328 | ✗  3] ✓ tests/agent/test_auxiliary_main_first.py (15✓, 4.6s)
[  1.4% |   350/24268 | ✓347 | ✗  3] ✓ tests/agent/test_auxiliary_config_bridge.py (19✓, 5.2s)
[  1.5% |   362/24268 | ✓359 | ✗  3] ✓ tests/agent/test_compressor_image_tokens.py (12✓, 3.3s)
[  1.5% |   369/24268 | ✓366 | ✗  3] ✓ tests/agent/test_copilot_acp_client.py (7✓, 1.9s)
[  1.6% |   382/24268 | ✓379 | ✗  3] ✓ tests/agent/test_codex_cloudflare_headers.py (13✓, 5.3s)
[  1.6% |   387/24268 | ✓384 | ✗  3] ✓ tests/agent/test_crossloop_client_cache.py (5✓, 1.6s)
[  1.8% |   428/24268 | ✓425 | ✗  3] ✓ tests/acp/test_session.py (41✓, 12.1s)
